date,year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,arr_cancelled,arr_diverted,total_delay,delay_ratio,cancel_ratio
2023-05-01,2023,5,AA,American Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",314,80,2,0,4726.0,0.25477707006369427,0.006369426751592357
2023-05-01,2023,5,AA,American Airlines Network,ECP,"Panama City, FL: Northwest Florida Beaches International",96,33,1,0,2039.0,0.34375,0.010416666666666666
2023-05-01,2023,5,AA,American Airlines Network,EGE,"Eagle, CO: Eagle County Regional",31,3,0,0,316.0,0.0967741935483871,0.0
2023-05-01,2023,5,AA,American Airlines Network,ELP,"El Paso, TX: El Paso International",258,83,2,1,5680.0,0.32170542635658916,0.007751937984496124
2023-05-01,2023,5,AA,American Airlines Network,EUG,"Eugene, OR: Mahlon Sweet Field",4,1,0,0,20.0,0.25,0.0
2023-05-01,2023,5,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",659,159,3,0,9928.0,0.24127465857359637,0.004552352048558422
2023-05-01,2023,5,AA,American Airlines Network,EYW,"Key West, FL: Key West International",158,30,0,2,1749.0,0.189873417721519,0.0
2023-05-01,2023,5,AA,American Airlines Network,FAT,"Fresno, CA: Fresno Yosemite International",191,39,3,0,2700.0,0.20418848167539266,0.015706806282722512
2023-05-01,2023,5,AA,American Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",501,130,1,4,7933.0,0.25948103792415167,0.001996007984031936
2023-05-01,2023,5,AA,American Airlines Network,FSD,"Sioux Falls, SD: Joe Foss Field",62,21,0,0,3038.0,0.3387096774193548,0.0
2023-05-01,2023,5,AA,American Airlines Network,GEG,"Spokane, WA: Spokane International",62,16,0,0,669.0,0.25806451612903225,0.0
2023-05-01,2023,5,AA,American Airlines Network,GRR,"Grand Rapids, MI: Gerald R. Ford International",121,49,1,0,4843.0,0.4049586776859504,0.008264462809917356
2023-05-01,2023,5,AA,American Airlines Network,GSO,"Greensboro/High Point, NC: Piedmont Triad International",118,30,1,0,1916.0,0.2542372881355932,0.00847457627118644
2023-05-01,2023,5,AA,American Airlines Network,GSP,"Greer, SC: Greenville-Spartanburg International",150,38,0,0,3209.0,0.25333333333333335,0.0
2023-05-01,2023,5,AA,American Airlines Network,HNL,"Honolulu, HI: Daniel K Inouye International",177,14,0,0,807.0,0.07909604519774012,0.0
2023-05-01,2023,5,AA,American Airlines Network,IAD,"Washington, DC: Washington Dulles International",117,34,0,0,2778.0,0.2905982905982906,0.0
2023-05-01,2023,5,AA,American Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",553,126,9,3,10279.0,0.22784810126582278,0.0162748643761302
2023-05-01,2023,5,AA,American Airlines Network,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",121,36,0,0,4661.0,0.2975206611570248,0.0
2023-05-01,2023,5,AA,American Airlines Network,ILM,"Wilmington, NC: Wilmington International",198,34,0,0,3131.0,0.1717171717171717,0.0
2023-05-01,2023,5,AA,American Airlines Network,IND,"Indianapolis, IN: Indianapolis International",476,129,0,0,9604.0,0.2710084033613445,0.0
2023-05-01,2023,5,AA,American Airlines Network,JAC,"Jackson, WY: Jackson Hole",31,3,1,0,154.0,0.0967741935483871,0.03225806451612903
2023-05-01,2023,5,AA,American Airlines Network,JAX,"Jacksonville, FL: Jacksonville International",580,151,6,0,12126.0,0.2603448275862069,0.010344827586206896
2023-05-01,2023,5,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1204,232,4,1,16048.0,0.19269102990033224,0.0033222591362126247
2023-05-01,2023,5,AA,American Airlines Network,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",62,3,0,0,134.0,0.04838709677419355,0.0
2023-05-01,2023,5,AA,American Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",1059,257,5,1,17614.0,0.24268177525967893,0.004721435316336166
2023-05-01,2023,5,AA,American Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",2524,441,8,6,35365.0,0.17472266244057053,0.003169572107765452
2023-05-01,2023,5,AA,American Airlines Network,LBB,"Lubbock, TX: Lubbock Preston Smith International",90,25,1,0,1587.0,0.2777777777777778,0.011111111111111112
2023-05-01,2023,5,AA,American Airlines Network,LEX,"Lexington, KY: Blue Grass",62,15,0,0,927.0,0.24193548387096775,0.0
2023-05-01,2023,5,AA,American Airlines Network,LGA,"New York, NY: LaGuardia",1612,297,7,2,21615.0,0.18424317617866004,0.004342431761786601
2023-05-01,2023,5,AA,American Airlines Network,LIH,"Lihue, HI: Lihue Airport",62,15,0,0,690.0,0.24193548387096775,0.0
2023-05-01,2023,5,AA,American Airlines Network,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",123,24,0,0,2073.0,0.1951219512195122,0.0
2023-05-01,2023,5,AA,American Airlines Network,MCI,"Kansas City, MO: Kansas City International",419,79,1,2,6118.0,0.18854415274463007,0.002386634844868735
2023-05-01,2023,5,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1514,380,6,9,30361.0,0.2509907529722589,0.003963011889035667
2023-05-01,2023,5,AA,American Airlines Network,MDT,"Harrisburg, PA: Harrisburg International",59,16,1,0,1057.0,0.2711864406779661,0.01694915254237288
2023-05-01,2023,5,AA,American Airlines Network,MEM,"Memphis, TN: Memphis International",385,114,1,0,7562.0,0.2961038961038961,0.0025974025974025974
2023-05-01,2023,5,AA,American Airlines Network,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",137,36,1,0,2632.0,0.26277372262773724,0.0072992700729927005
2023-05-01,2023,5,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4466,803,13,29,67741.0,0.17980295566502463,0.002910882221227049
2023-05-01,2023,5,AA,American Airlines Network,MKE,"Milwaukee, WI: General Mitchell International",184,49,2,0,5411.0,0.266304347826087,0.010869565217391304
2023-05-01,2023,5,AA,American Airlines Network,MRY,"Monterey, CA: Monterey Regional",84,16,1,3,596.0,0.19047619047619047,0.011904761904761904
2023-05-01,2023,5,AA,American Airlines Network,MSN,"Madison, WI: Dane County Regional-Truax Field",186,61,0,0,5223.0,0.3279569892473118,0.0
2023-05-01,2023,5,AA,American Airlines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",319,61,2,0,3350.0,0.19122257053291536,0.006269592476489028
2023-05-01,2023,5,AA,American Airlines Network,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",573,154,2,1,10394.0,0.268760907504363,0.0034904013961605585
2023-05-01,2023,5,AA,American Airlines Network,MTJ,"Montrose/Delta, CO: Montrose Regional",4,1,0,0,28.0,0.25,0.0
2023-05-01,2023,5,AA,American Airlines Network,MYR,"Myrtle Beach, SC: Myrtle Beach International",76,21,0,0,1433.0,0.27631578947368424,0.0
2023-05-01,2023,5,AA,American Airlines Network,OGG,"Kahului, HI: Kahului Airport",114,11,0,0,891.0,0.09649122807017543,0.0
2023-05-01,2023,5,AA,American Airlines Network,OKC,"Oklahoma City, OK: Will Rogers World",276,78,3,1,6558.0,0.2826086956521739,0.010869565217391304
2023-05-01,2023,5,AA,American Airlines Network,OMA,"Omaha, NE: Eppley Airfield",252,49,2,0,2740.0,0.19444444444444445,0.007936507936507936
2023-05-01,2023,5,AA,American Airlines Network,ONT,"Ontario, CA: Ontario International",245,70,3,0,4220.0,0.2857142857142857,0.012244897959183673
2023-05-01,2023,5,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4121,689,10,10,58775.0,0.167192429022082,0.0024265954865323952
2023-05-01,2023,5,AA,American Airlines Network,ORF,"Norfolk, VA: Norfolk International",266,62,1,6,7211.0,0.23308270676691728,0.0037593984962406013
2023-05-01,2023,5,AA,American Airlines Network,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",458,94,2,1,6640.0,0.2052401746724891,0.004366812227074236
2023-05-01,2023,5,AA,American Airlines Network,PDX,"Portland, OR: Portland International",260,56,3,1,7160.0,0.2153846153846154,0.011538461538461539
2023-05-01,2023,5,AA,American Airlines Network,PHL,"Philadelphia, PA: Philadelphia International",3060,537,14,2,56068.0,0.17549019607843136,0.004575163398692811
2023-05-01,2023,5,AA,American Airlines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4557,751,16,8,74085.0,0.16480140443274083,0.003511081852095677
2023-05-01,2023,5,AA,American Airlines Network,PIT,"Pittsburgh, PA: Pittsburgh International",468,101,0,1,7643.0,0.21581196581196582,0.0
2023-05-01,2023,5,AA,American Airlines Network,PNS,"Pensacola, FL: Pensacola International",178,64,3,1,6065.0,0.3595505617977528,0.016853932584269662
2023-05-01,2023,5,AA,American Airlines Network,PSP,"Palm Springs, CA: Palm Springs International",130,33,0,0,2609.0,0.25384615384615383,0.0
2023-05-01,2023,5,AA,American Airlines Network,PVD,"Providence, RI: Rhode Island Tf Green International",91,25,1,0,2387.0,0.27472527472527475,0.01098901098901099
2023-05-01,2023,5,AA,American Airlines Network,PWM,"Portland, ME: Portland International Jetport",58,17,0,0,887.0,0.29310344827586204,0.0
2023-05-01,2023,5,AA,American Airlines Network,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",948,223,3,2,14709.0,0.23523206751054854,0.0031645569620253164
2023-05-01,2023,5,AA,American Airlines Network,RIC,"Richmond, VA: Richmond International",322,76,2,1,5217.0,0.2360248447204969,0.006211180124223602
2023-05-01,2023,5,AA,American Airlines Network,RNO,"Reno, NV: Reno/Tahoe International",174,29,1,1,1796.0,0.16666666666666666,0.005747126436781609
2023-05-01,2023,5,AA,American Airlines Network,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",77,20,0,0,967.0,0.2597402597402597,0.0
2023-05-01,2023,5,AA,American Airlines Network,RSW,"Fort Myers, FL: Southwest Florida International",443,82,0,2,6361.0,0.18510158013544017,0.0
2023-05-01,2023,5,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",682,188,2,0,16216.0,0.2756598240469208,0.002932551319648094
2023-05-01,2023,5,AA,American Airlines Network,SAT,"San Antonio, TX: San Antonio International",606,148,2,1,10811.0,0.24422442244224424,0.0033003300330033004
2023-05-01,2023,5,AA,American Airlines Network,SAV,"Savannah, GA: Savannah/Hilton Head International",230,60,1,0,4268.0,0.2608695652173913,0.004347826086956522
2023-05-01,2023,5,AA,American Airlines Network,SBA,"Santa Barbara, CA: Santa Barbara Municipal",142,34,1,1,2451.0,0.23943661971830985,0.007042253521126761
2023-05-01,2023,5,AA,American Airlines Network,SBP,"San Luis Obispo, CA: San Luis County Regional",97,19,1,1,1773.0,0.1958762886597938,0.010309278350515464
2023-05-01,2023,5,AA,American Airlines Network,SDF,"Louisville, KY: Louisville Muhammad Ali International",275,73,1,1,7854.0,0.26545454545454544,0.0036363636363636364
2023-05-01,2023,5,AA,American Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",454,86,3,1,6946.0,0.1894273127753304,0.006607929515418502
2023-05-01,2023,5,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",860,207,4,2,16653.0,0.24069767441860465,0.004651162790697674
2023-05-01,2023,5,AA,American Airlines Network,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",127,27,1,0,1349.0,0.2125984251968504,0.007874015748031496
2023-05-01,2023,5,AA,American Airlines Network,SJU,"San Juan, PR: Luis Munoz Marin International",311,58,0,0,3425.0,0.1864951768488746,0.0
2023-05-01,2023,5,AA,American Airlines Network,SLC,"Salt Lake City, UT: Salt Lake City International",272,77,0,1,4977.0,0.28308823529411764,0.0
2023-05-01,2023,5,AA,American Airlines Network,SMF,"Sacramento, CA: Sacramento International",281,61,2,1,5146.0,0.21708185053380782,0.0071174377224199285
2023-05-01,2023,5,AA,American Airlines Network,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",579,95,2,1,6163.0,0.16407599309153714,0.0034542314335060447
2023-05-01,2023,5,AA,American Airlines Network,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",221,41,0,0,2057.0,0.18552036199095023,0.0
2023-05-01,2023,5,AA,American Airlines Network,STL,"St. Louis, MO: St Louis Lambert International",557,125,2,2,8008.0,0.2244165170556553,0.003590664272890485
2023-05-01,2023,5,AA,American Airlines Network,STT,"Charlotte Amalie, VI: Cyril E King",136,24,0,1,1044.0,0.17647058823529413,0.0
2023-05-01,2023,5,AA,American Airlines Network,STX,"Christiansted, VI: Henry E. Rohlsen",66,11,0,0,903.0,0.16666666666666666,0.0
2023-05-01,2023,5,AA,American Airlines Network,SYR,"Syracuse, NY: Syracuse Hancock International",119,40,0,0,2387.0,0.33613445378151263,0.0
2023-05-01,2023,5,AA,American Airlines Network,TPA,"Tampa, FL: Tampa International",1112,272,2,7,21385.0,0.2446043165467626,0.0017985611510791368
2023-05-01,2023,5,AA,American Airlines Network,TUL,"Tulsa, OK: Tulsa International",180,38,2,0,2624.0,0.2111111111111111,0.011111111111111112
2023-05-01,2023,5,AA,American Airlines Network,TUS,"Tucson, AZ: Tucson International",325,71,1,0,4606.0,0.21846153846153846,0.003076923076923077
2023-05-01,2023,5,AA,American Airlines Network,TYS,"Knoxville, TN: McGhee Tyson",193,59,0,1,4459.0,0.30569948186528495,0.0
2023-05-01,2023,5,AA,American Airlines Network,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",208,68,1,0,4565.0,0.3269230769230769,0.004807692307692308
2023-05-01,2023,5,AA,American Airlines Network,XNA,"Fayetteville, AR: Northwest Arkansas National",121,36,1,0,4950.0,0.2975206611570248,0.008264462809917356
2023-05-01,2023,5,AS,Alaska Airlines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",43,13,0,0,608.0,0.3023255813953488,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,ADK,"Adak Island, AK: Adak",9,0,0,1,0.0,0.0,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,ADQ,"Kodiak, AK: Kodiak Airport",78,10,1,0,587.0,0.1282051282051282,0.01282051282051282
2023-05-01,2023,5,AS,Alaska Airlines Network,AKN,"King Salmon, AK: King Salmon Airport",31,6,2,0,254.0,0.1935483870967742,0.06451612903225806
2023-05-01,2023,5,AS,Alaska Airlines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1214,178,10,1,7331.0,0.14662273476112025,0.008237232289950576
2023-05-01,2023,5,AS,Alaska Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",107,33,0,1,1248.0,0.308411214953271,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",248,59,0,1,2503.0,0.23790322580645162,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,BET,"Bethel, AK: Bethel Airport",62,8,0,0,234.0,0.12903225806451613,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,BNA,"Nashville, TN: Nashville International",62,29,0,0,907.0,0.46774193548387094,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,BOI,"Boise, ID: Boise Air Terminal",39,11,0,0,663.0,0.28205128205128205,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,BOS,"Boston, MA: Logan International",230,71,0,0,2532.0,0.30869565217391304,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",31,4,0,0,144.0,0.12903225806451613,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,BUR,"Burbank, CA: Bob Hope",176,23,0,0,1241.0,0.13068181818181818,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",31,7,0,0,222.0,0.22580645161290322,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",74,14,0,0,425.0,0.1891891891891892,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,CDV,"Cordova, AK: Merle K Mudhole Smith",62,11,1,0,492.0,0.1774193548387097,0.016129032258064516
2023-05-01,2023,5,AS,Alaska Airlines Network,CHS,"Charleston, SC: Charleston AFB/International",31,3,0,0,209.0,0.0967741935483871,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,CLE,"Cleveland, OH: Cleveland-Hopkins International",31,11,0,0,301.0,0.3548387096774194,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,CMH,"Columbus, OH: John Glenn Columbus International",31,5,0,0,318.0,0.16129032258064516,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",31,11,0,0,292.0,0.3548387096774194,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,DAL,"Dallas, TX: Dallas Love Field",52,13,0,0,768.0,0.25,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",155,26,0,1,1188.0,0.16774193548387098,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,DEN,"Denver, CO: Denver International",165,39,0,2,1939.0,0.23636363636363636,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",188,58,0,1,2052.0,0.30851063829787234,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,DLG,"Dillingham, AK: Dillingham Airport",14,0,0,0,0.0,0.0,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",45,13,0,0,384.0,0.28888888888888886,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,ELP,"El Paso, TX: El Paso International",31,4,0,0,107.0,0.12903225806451613,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,EUG,"Eugene, OR: Mahlon Sweet Field",31,5,0,0,181.0,0.16129032258064516,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,EWR,"Newark, NJ: Newark Liberty International",317,49,2,2,1839.0,0.15457413249211358,0.006309148264984227
2023-05-01,2023,5,AS,Alaska Airlines Network,FAI,"Fairbanks, AK: Fairbanks International",172,15,0,0,413.0,0.0872093023255814,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,FAT,"Fresno, CA: Fresno Yosemite International",31,7,0,0,222.0,0.22580645161290322,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",47,10,0,1,372.0,0.2127659574468085,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,GEG,"Spokane, WA: Spokane International",153,28,0,0,1331.0,0.1830065359477124,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,HNL,"Honolulu, HI: Daniel K Inouye International",310,50,0,1,2096.0,0.16129032258064516,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,IAD,"Washington, DC: Washington Dulles International",186,34,2,0,1417.0,0.1827956989247312,0.010752688172043012
2023-05-01,2023,5,AS,Alaska Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",62,30,0,0,1064.0,0.4838709677419355,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,IND,"Indianapolis, IN: Indianapolis International",54,12,0,0,497.0,0.2222222222222222,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,JAC,"Jackson, WY: Jackson Hole",12,2,0,0,36.0,0.16666666666666666,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",372,105,0,0,4931.0,0.28225806451612906,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,JNU,"Juneau, AK: Juneau International",369,36,2,1,1577.0,0.0975609756097561,0.005420054200542005
2023-05-01,2023,5,AS,Alaska Airlines Network,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",186,13,0,0,372.0,0.06989247311827956,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,KTN,"Ketchikan, AK: Ketchikan International",200,16,0,0,880.0,0.08,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",472,133,2,0,6940.0,0.2817796610169492,0.00423728813559322
2023-05-01,2023,5,AS,Alaska Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",813,123,7,0,6523.0,0.15129151291512916,0.008610086100861008
2023-05-01,2023,5,AS,Alaska Airlines Network,LIH,"Lihue, HI: Lihue Airport",89,9,0,1,405.0,0.10112359550561797,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,MCI,"Kansas City, MO: Kansas City International",62,11,0,0,277.0,0.1774193548387097,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,MCO,"Orlando, FL: Orlando International",186,51,1,2,2065.0,0.27419354838709675,0.005376344086021506
2023-05-01,2023,5,AS,Alaska Airlines Network,MIA,"Miami, FL: Miami International",33,10,0,1,296.0,0.30303030303030304,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,MKE,"Milwaukee, WI: General Mitchell International",31,7,0,0,174.0,0.22580645161290322,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",74,18,0,0,900.0,0.24324324324324326,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",56,18,0,0,408.0,0.32142857142857145,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,OAK,"Oakland, CA: Metro Oakland International",62,10,0,0,299.0,0.16129032258064516,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,OGG,"Kahului, HI: Kahului Airport",242,31,0,2,1175.0,0.128099173553719,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,OKC,"Oklahoma City, OK: Will Rogers World",31,11,0,0,328.0,0.3548387096774194,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,OMA,"Omaha, NE: Eppley Airfield",39,8,0,0,316.0,0.20512820512820512,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,OME,"Nome, AK: Nome Airport",62,6,2,0,180.0,0.0967741935483871,0.03225806451612903
2023-05-01,2023,5,AS,Alaska Airlines Network,ONT,"Ontario, CA: Ontario International",143,29,0,0,1139.0,0.20279720279720279,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",284,76,0,0,2758.0,0.2676056338028169,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,OTZ,"Kotzebue, AK: Ralph Wien Memorial",62,3,2,0,178.0,0.04838709677419355,0.03225806451612903
2023-05-01,2023,5,AS,Alaska Airlines Network,PAE,"Everett, WA: Snohomish County",58,9,0,0,442.0,0.15517241379310345,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,PDX,"Portland, OR: Portland International",1391,183,9,0,8035.0,0.13156002875629044,0.006470165348670022
2023-05-01,2023,5,AS,Alaska Airlines Network,PHL,"Philadelphia, PA: Philadelphia International",62,14,0,0,368.0,0.22580645161290322,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",380,94,0,1,3165.0,0.24736842105263157,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,PIT,"Pittsburgh, PA: Pittsburgh International",31,3,0,0,64.0,0.0967741935483871,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",62,11,0,0,410.0,0.1774193548387097,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,PSG,"Petersburg, AK: Petersburg James A Johnson",62,2,0,0,113.0,0.03225806451612903,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,PSP,"Palm Springs, CA: Palm Springs International",99,7,0,1,222.0,0.0707070707070707,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,RDM,"Bend/Redmond, OR: Roberts Field",94,11,0,0,411.0,0.11702127659574468,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",31,11,0,0,300.0,0.3548387096774194,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,RNO,"Reno, NV: Reno/Tahoe International",77,4,0,0,102.0,0.05194805194805195,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,RSW,"Fort Myers, FL: Southwest Florida International",8,4,0,0,151.0,0.5,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",735,129,4,0,6628.0,0.17551020408163265,0.005442176870748299
2023-05-01,2023,5,AS,Alaska Airlines Network,SAT,"San Antonio, TX: San Antonio International",48,14,0,1,844.0,0.2916666666666667,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,SBA,"Santa Barbara, CA: Santa Barbara Municipal",31,5,0,0,267.0,0.16129032258064516,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,SCC,"Deadhorse, AK: Deadhorse Airport",36,3,1,0,579.0,0.08333333333333333,0.027777777777777776
2023-05-01,2023,5,AS,Alaska Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",6434,828,20,4,41116.0,0.1286913273235934,0.003108486167236556
2023-05-01,2023,5,AS,Alaska Airlines Network,SFO,"San Francisco, CA: San Francisco International",1206,257,7,0,12596.0,0.2131011608623549,0.005804311774461028
2023-05-01,2023,5,AS,Alaska Airlines Network,SIT,"Sitka, AK: Sitka Rocky Gutierrez",107,10,0,0,353.0,0.09345794392523364,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",333,41,0,2,1847.0,0.12312312312312312,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,SLC,"Salt Lake City, UT: Salt Lake City International",93,9,0,0,319.0,0.0967741935483871,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,SMF,"Sacramento, CA: Sacramento International",89,9,0,0,461.0,0.10112359550561797,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",338,32,4,0,1628.0,0.09467455621301775,0.011834319526627219
2023-05-01,2023,5,AS,Alaska Airlines Network,STL,"St. Louis, MO: St Louis Lambert International",74,11,0,0,323.0,0.14864864864864866,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",31,2,0,0,43.0,0.06451612903225806,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,TPA,"Tampa, FL: Tampa International",62,16,0,0,622.0,0.25806451612903225,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,TUS,"Tucson, AZ: Tucson International",31,4,0,0,89.0,0.12903225806451613,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,WRG,"Wrangell, AK: Wrangell Airport",62,3,0,0,123.0,0.04838709677419355,0.0
2023-05-01,2023,5,AS,Alaska Airlines Network,YAK,"Yakutat, AK: Yakutat Airport",62,11,0,2,464.0,0.1774193548387097,0.0
2023-05-01,2023,5,B6,JetBlue Airways,ABQ,"Albuquerque, NM: Albuquerque International Sunport",31,7,0,0,338.0,0.22580645161290322,0.0
2023-05-01,2023,5,B6,JetBlue Airways,ACK,"Nantucket, MA: Nantucket Memorial",72,12,0,0,1124.0,0.16666666666666666,0.0
2023-05-01,2023,5,B6,JetBlue Airways,ALB,"Albany, NY: Albany International",38,15,1,0,1492.0,0.39473684210526316,0.02631578947368421
2023-05-01,2023,5,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",350,95,1,0,6867.0,0.2714285714285714,0.002857142857142857
2023-05-01,2023,5,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",92,28,0,0,2467.0,0.30434782608695654,0.0
2023-05-01,2023,5,B6,JetBlue Airways,BDL,"Hartford, CT: Bradley International",263,94,1,0,8809.0,0.3574144486692015,0.0038022813688212928
